Customer_ID,Age,Gender,Marital_Status,Location,Urbanization_Level,Annual_Income,Property_Value,Premium_Amount,Policy_Term,Claim_Frequency,Claim_Amount_Last,Maintenance_Level,Flood_Risk_Index,Crime_Rate_Index,Building_Age,Customer_Satisfaction,Has_Security_System,Risk_Category,Expected_Claim_Cost,Construction_Type,Policy_Tenure,Payment_Method,Credit_Score,Fire_Risk_Score
CUST102274,23,Female,Married,Kuala Lumpur,Urban,34979.64,359044.57,1489.02,15,0,437.28,Low,14.52,82.19,37,5,Yes,1,0,,5,Mortgage,633,62.83
CUST102275,65,Male,Widowed,Negeri Sembilan,Urban,76624.47,116789.3,875.42,5,2,688.85,Low,18.07,31.25,18,4,Yes,1,1619.63,Brick Wall,5,Bank Loan,573,33.11
CUST102276,38,Male,Single,Selangor,Urban,69171.27,167428.43,515.55,5,5,2099.53,Low,21.83,16.88,14,4,Yes,1,7751.91,Steel Frame,3,Bank Loan,733,43.25
CUST102277,60,Male,Married,Pahang,Suburban,31251.36,159190.79,968.81,20,1,205.5,High,66.06,33.03,31,5,Yes,1,187.42,Brick Wall,3,Cash,630,27.63
CUST102278,41,Female,Single,Perak,Urban,50850.95,134210.36,926.47,10,3,809.52,Moderate,30.31,29.3,28,,Yes,0,3020.86,Lightweight Concrete,5,Bank Loan,705,33.45
CUST102279,35,Female,Single,Sabah,Rural,21923.61,140381.54,462.4,5,0,7701.88,Moderate,14.44,26.34,5,5,Yes,0,0,Lightweight Concrete,1,Bank Loan,543,29.64
CUST102280,53,Male,Married,Sarawak,Suburban,46640.22,142782.62,372.96,10,3,633.61,High,5.15,11.27,49,2,Yes,0,2468.77,Timber Structure,10,Mortgage,806,17.4
CUST102281,55,Female,Divorced,Negeri Sembilan,Urban,46870.38,179746.26,639.53,10,4,6801.7,Moderate,15.38,39.09,8,,No,1,30536.39,Reinforced Concrete,1,Bank Loan,765,32.52
CUST102282,46,Male,Single,Penang,Urban,20000,137501.81,737.66,10,3,221.44,Low,44.24,56.82,18,,No,1,601.89,Timber Structure,10,Bank Loan,,29.8
CUST102283,28,Male,Married,Sarawak,Suburban,29875.96,161367.06,1468.88,10,1,3159.61,Moderate,40.62,28.71,23,2,No,0,1979.68,,1,Financing Scheme,578,12.86
CUST102284,56,Male,Married,Johor,Suburban,53486.76,305439.07,1910.62,15,5,1158.7,High,40.42,40.89,32,1,No,1,3544.47,Brick Wall,10,Financing Scheme,693,11.11
CUST102285,68,Male,Divorced,Perak,Suburban,28698.18,110278.62,880.9,5,1,433.37,Moderate,28.26,95.47,48,2,Yes,1,347.29,Reinforced Concrete,5,Financing Scheme,531,22.52
CUST102286,50,Female,Single,Kuala Lumpur,Urban,,360097.96,1221.87,5,5,3096.9,Low,3.97,42.02,36,3,No,1,17301.13,Reinforced Concrete,5,Online Payment,638,57.41
CUST102287,43,Male,Married,Negeri Sembilan,Urban,27562.57,158612.57,451.7,5,3,14.01,High,37.39,20.78,12,4,Yes,0,49.23,Reinforced Concrete,5,Bank Loan,688,14.87
CUST102288,62,Female,Married,Perak,Rural,20000,164483.56,644.27,5,3,852.79,Moderate,2.94,29.91,24,3,Yes,0,2239.47,Reinforced Concrete,3,Cash,633,39.14
CUST102289,64,Female,Married,Negeri Sembilan,Rural,20000,121505,548.11,20,0,1857.02,Moderate,48.19,34.44,3,3,Yes,0,0,Timber Structure,5,Cash,698,
CUST102290,34,Male,Divorced,Kuala Lumpur,Urban,23639.72,224081.87,1430.72,20,5,525.25,Moderate,26.2,68.74,22,4,Yes,1,3557.73,Lightweight Concrete,3,Mortgage,588,30.74
CUST102291,34,Female,Married,Johor,Urban,56434.28,232625.79,2105.25,15,1,808.53,Moderate,16.14,16.82,2,3,Yes,0,678,Brick Wall,5,Bank Loan,448,16.8
CUST102292,22,Male,Single,Penang,Urban,20000,358298.01,1937.94,10,3,191.82,Moderate,23.15,44.01,24,5,Yes,0,507.26,Timber Structure,4,Bank Loan,738,21.69
CUST102293,57,Male,Married,Kedah,Rural,20000,128203.45,788.5,15,2,3837.54,High,14.09,39.28,8,4,No,0,7094.05,Timber Structure,10,Online Payment,738,26.57
CUST102294,25,Male,Married,Sabah,Rural,20000,144724.97,294.79,5,0,1096.94,Moderate,36.33,9.75,37,3,Yes,0,0,Lightweight Concrete,1,Financing Scheme,850,10.54
CUST102295,58,Female,Married,Sarawak,Rural,20000,100000,226.65,5,0,314,Low,34.46,52.92,1,,Yes,1,0,Reinforced Concrete,5,Bank Loan,451,18.89
CUST102296,65,Male,Married,Selangor,Suburban,20000,449798.49,1201.03,10,0,444.02,Moderate,32.89,54.21,37,4,No,0,0,Lightweight Concrete,10,Online Payment,718,12.12
CUST102297,61,Male,Married,Penang,Urban,50086.74,269006.31,2042.28,15,0,643.63,Low,27.7,77.29,46,4,Yes,1,0,Reinforced Concrete,1,Cash,473,22.38
CUST102298,74,Male,Married,Penang,Rural,20000,142130.49,837.08,10,5,521.34,Moderate,5.46,57.83,4,5,Yes,1,1939.5,Timber Structure,5,Financing Scheme,808,22.39
CUST102299,67,Male,Widowed,Pahang,Rural,,107151.42,379.71,10,5,1399.57,Moderate,24.81,40.83,8,5,No,1,5291.76,Timber Structure,10,Financing Scheme,694,10.76
CUST102300,34,Female,Single,Negeri Sembilan,Rural,20589.23,185772.71,1252.26,5,3,4712.36,Moderate,10.09,27.1,25,2,Yes,0,16645.86,Brick Wall,5,Bank Loan,,30.81
CUST102301,59,Male,Divorced,Negeri Sembilan,Suburban,31307.52,108178.45,687.68,10,4,406.47,Low,49.21,8.96,32,2,No,1,1930.5,Timber Structure,5,Bank Loan,720,28.27
CUST102302,45,Male,Married,Pahang,Suburban,26191.6,100000,271.04,15,2,1208.25,Low,48.62,44.48,16,5,No,1,2370,Timber Structure,1,Mortgage,600,31.01
CUST102303,40,Male,Married,Sarawak,Suburban,29184.83,151878.98,1081.88,10,4,2180.87,Low,53.01,36.22,31,,Yes,1,10542.86,Timber Structure,10,Bank Loan,677,15.92
CUST102304,22,Male,Married,Negeri Sembilan,Urban,36925.46,295080.15,2401.14,10,4,406.18,Moderate,27.91,77.55,5,1,No,1,1638.74,Brick Wall,5,Mortgage,669,58.63
CUST102305,59,Female,Married,Kedah,Suburban,21575.12,324582.13,1393.25,10,3,334.45,Low,23.43,46,43,2,No,1,846.78,Brick Wall,3,Financing Scheme,807,39.66
CUST102306,26,Male,Married,Sabah,Rural,25426.47,107977.49,809.82,15,0,337.7,Moderate,44.91,37.6,13,,Yes,0,0,Lightweight Concrete,15,Cash,813,10.84
CUST102307,37,Female,Married,Selangor,Urban,58228.52,232877.09,837.83,10,0,4273.87,Moderate,23.68,16.3,8,1,Yes,0,0,Reinforced Concrete,1,Financing Scheme,596,54.73
CUST102308,45,Male,Married,Selangor,Urban,33458.25,295444.85,2379.46,10,3,2484.49,Moderate,20.42,45.6,11,1,Yes,0,9456.94,Lightweight Concrete,10,Bank Loan,745,10.96
CUST102309,48,Male,Divorced,Kuala Lumpur,Urban,57195.46,199645.29,1855.54,10,3,820.06,Low,12.07,47.47,3,2,Yes,1,3298.02,Timber Structure,10,Financing Scheme,682,15.77
CUST102310,22,Female,Married,Kuala Lumpur,Urban,80711.67,294983.65,1632.72,5,5,4657.06,Moderate,45.12,19.91,33,2,Yes,1,15101.28,Reinforced Concrete,3,Financing Scheme,523,29.87
CUST102311,55,Male,Single,Sabah,Rural,29936.29,109165.92,431.97,15,1,6138.57,Moderate,23.7,44.98,4,3,Yes,0,8193.28,Timber Structure,1,Financing Scheme,587,27.87
CUST102312,57,Female,Single,Perak,Urban,55246.97,269866.89,1401.53,20,0,1015.91,Moderate,48.43,62.43,46,3,Yes,0,0,Lightweight Concrete,1,Financing Scheme,850,22.7
CUST102313,25,Female,Married,Perak,Urban,39236.57,233629.14,934.66,10,2,1428.53,Moderate,13.63,6.16,22,4,Yes,0,3096.08,Reinforced Concrete,1,Bank Loan,682,36.41
CUST102314,21,Male,Single,Penang,Rural,20554.03,204999.03,412.03,5,1,886.6,Moderate,37.14,26.27,34,2,Yes,0,841.82,,5,Bank Loan,740,79.21
CUST102315,60,Male,Married,Penang,Suburban,26109.68,158625.64,1142.68,15,4,516.39,Moderate,32.69,42.82,46,2,No,1,2397.56,,5,Bank Loan,631,17.6
CUST102316,32,Female,Single,Pahang,Urban,33550.47,426327.73,997.7,10,5,3028.35,Moderate,19.42,35.84,39,4,Yes,1,15503.35,Brick Wall,1,Mortgage,601,
CUST102317,56,Male,Married,Johor,Suburban,57448.55,223891.54,824.62,10,5,2094.3,Moderate,15.39,49.09,43,,Yes,1,9547.74,Lightweight Concrete,1,Mortgage,652,34.09
CUST102318,65,Male,Single,Kuala Lumpur,Urban,165383.88,257846.38,2005.94,5,0,914.22,High,58.87,68.13,35,,Yes,0,0,Reinforced Concrete,5,Mortgage,626,34.84
CUST102319,43,Male,Married,Johor,Suburban,58467.21,120149.2,880.19,15,3,28.97,High,32.07,46.65,17,2,Yes,0,53.99,Reinforced Concrete,10,Online Payment,516,33.76
CUST102320,67,Male,Married,Negeri Sembilan,Suburban,20000,139539.58,360.94,15,3,2885.08,Low,15.54,31.78,32,,Yes,1,6837.37,Reinforced Concrete,5,Bank Loan,560,60.11
CUST102321,51,Female,Married,Selangor,Rural,25069.56,168887.34,1229.57,15,3,1297.77,Moderate,41.47,22.21,26,1,Yes,0,4658.76,Reinforced Concrete,1,Bank Loan,714,32.79
CUST102322,31,Male,Widowed,Penang,Urban,116435.73,131726.48,1244.1,10,0,151.79,Low,4.17,33.99,15,1,No,1,0,Lightweight Concrete,5,Financing Scheme,616,37.04
CUST102323,30,Male,Divorced,Perak,Suburban,29678.09,126561.16,328.56,15,5,265.93,Moderate,29.13,59.64,32,1,No,1,1242.33,Lightweight Concrete,3,Online Payment,652,14.21
CUST102324,23,Female,Married,Sabah,Suburban,26712.25,134825.88,718.02,10,2,1979.76,Moderate,41.35,66.22,4,4,Yes,0,4071.61,Lightweight Concrete,1,Bank Loan,671,27.73
CUST102325,74,Male,Single,Kuala Lumpur,Urban,,234317.56,1835.99,10,3,1580.78,Low,24.28,49.86,30,3,Yes,1,5086.93,Lightweight Concrete,1,Mortgage,678,50.73
CUST102326,34,Male,Married,Selangor,Rural,71609.19,100000,734.18,15,5,550.13,Low,12.89,47.41,19,2,No,1,1805.47,Lightweight Concrete,10,Financing Scheme,753,43.71
CUST102327,36,Female,Divorced,Sarawak,Suburban,32749.6,136899.75,521.87,20,0,301.37,Low,35.77,57.93,42,3,No,1,0,Brick Wall,15,Mortgage,551,28.42
CUST102328,30,Male,Married,Sabah,Urban,20502.17,134770.27,445.35,15,4,4321.03,Moderate,51.09,35.32,17,1,Yes,1,22529.35,Brick Wall,10,Mortgage,701,31.26
CUST102329,49,Female,Single,Johor,Urban,26703.25,193276.96,1599.17,15,1,289.74,Moderate,1.83,41.2,17,3,Yes,0,343.85,Brick Wall,3,Cash,718,13.46
CUST102330,30,Female,Widowed,Kedah,Suburban,30023.56,245801.05,2371.97,15,0,179.14,Moderate,28.57,35.63,12,5,Yes,0,0,Timber Structure,3,Online Payment,739,12.79
CUST102331,32,Male,Single,Johor,Rural,31951.44,381491.69,3105.6,15,0,1934.86,Moderate,5.43,32.18,15,5,Yes,0,0,Reinforced Concrete,1,Online Payment,523,15.62
CUST102332,50,Male,Married,Kuala Lumpur,Urban,68652.57,319867.09,3104.51,15,5,582.18,Moderate,26.65,10.13,29,3,Yes,1,2217.32,Brick Wall,1,Bank Loan,673,35.1
CUST102333,61,Male,Divorced,Sabah,Rural,27870.11,100000,684,10,3,2137.72,Low,23.47,54.48,11,1,No,1,5806.91,Brick Wall,10,Online Payment,804,53.65
CUST102334,21,Male,Single,Kedah,Rural,20000,100000,943.28,5,1,1343.16,Low,39.94,10.68,27,4,No,1,1861.45,Steel Frame,5,Mortgage,641,11.68
CUST102335,25,Female,Divorced,Negeri Sembilan,Rural,21324.4,153477.11,1154.68,15,1,474.61,High,16.34,10.8,14,5,Yes,0,503.87,Steel Frame,3,Bank Loan,694,24.23
CUST102336,40,Female,Married,Sarawak,Rural,20276.15,145069.8,1344.95,20,3,144.36,Moderate,49.42,26.19,15,3,Yes,0,314.59,Reinforced Concrete,15,Bank Loan,720,21.61
CUST102337,28,Male,Widowed,Johor,Urban,32596.35,319970.61,1053.57,10,2,146.54,Moderate,19.62,25.43,13,5,Yes,0,359.97,Steel Frame,3,Financing Scheme,558,39.61
CUST102338,63,Female,Single,Sarawak,Rural,20549.39,108515.64,925.04,15,0,1763.1,Moderate,35.12,49.69,34,2,No,0,0,Reinforced Concrete,2,,815,28.37
CUST102339,32,Female,Widowed,Sabah,Rural,21951.11,100000,357.4,10,3,2839.66,Low,29.01,28.6,5,4,No,1,10985.04,Brick Wall,3,,695,34.33
CUST102340,21,Female,Single,Selangor,Suburban,28365.67,492536.44,1093.15,20,5,2340.17,High,24.56,43.42,6,1,Yes,1,11572.84,Reinforced Concrete,15,Mortgage,697,40.65
CUST102341,74,Male,Married,Sabah,Rural,28940.01,117319.98,720.43,15,2,1797.16,Moderate,16.14,36.8,47,,Yes,0,4716.97,Brick Wall,3,Bank Loan,500,13.8
CUST102342,40,Male,Married,Perak,Rural,23054.71,100000,454.6,10,3,473.8,Low,29.81,43.07,29,1,Yes,1,1825.98,Timber Structure,1,Bank Loan,722,14.43
CUST102343,48,Male,Married,Kedah,Rural,20000,238206.18,559.37,15,4,3957.94,Low,8.71,56.85,43,2,Yes,1,10302.99,Lightweight Concrete,3,Online Payment,696,28.86
CUST102344,63,Female,Single,Selangor,Rural,30226.03,100000,984.24,15,2,1982.28,Low,30.39,71.17,33,5,No,1,4993.53,Brick Wall,15,Bank Loan,796,73.05
CUST102345,57,Male,Married,Johor,Urban,46573.09,100000,733.17,15,5,2369.64,Low,15.72,68.13,24,1,Yes,1,8226.36,Timber Structure,10,Cash,622,36.62
CUST102346,67,Female,Single,Negeri Sembilan,Suburban,33928.37,215202.1,1982.98,20,2,506.77,Moderate,14.49,31.5,44,1,No,0,696.84,Lightweight Concrete,5,Online Payment,561,37.77
CUST102347,57,Male,Married,Sarawak,Suburban,31616.96,230957.73,2307.88,5,1,606.24,Low,36.67,27.06,49,4,Yes,1,441.43,Brick Wall,3,Cash,589,32
CUST102348,32,Male,Single,Sabah,Suburban,39173.34,180168.17,925.3,5,0,4762.17,Low,15.61,62.37,29,2,Yes,1,0,Timber Structure,5,Cash,605,24.75
CUST102349,57,Male,Widowed,Pahang,Rural,39198.65,100000,403.79,15,3,1292.81,Moderate,30.43,31.79,33,1,No,0,3863,Reinforced Concrete,10,Online Payment,549,21.68
CUST102350,69,Female,Single,Kuala Lumpur,Suburban,48313.8,199122.76,691.17,20,5,1614.17,Low,18.48,35.49,2,5,No,1,6916.66,Reinforced Concrete,10,Cash,766,39.68
CUST102351,69,Male,Single,Johor,Suburban,23229.32,152951.59,936.29,10,5,234.79,Low,60.67,37.05,34,1,Yes,1,756.22,Brick Wall,10,Mortgage,769,51.03
CUST102352,64,Female,Single,Kuala Lumpur,Rural,31369.22,121923.95,835.01,5,3,1003.65,Moderate,27.71,28.77,30,2,No,0,2087.73,Brick Wall,3,Cash,632,40.07
CUST102353,48,Male,Married,Selangor,Urban,30044.08,461624.45,2667.9,10,0,4361.37,Moderate,35.71,31.17,18,1,No,0,0,Steel Frame,1,Financing Scheme,615,43.39
CUST102354,67,Male,Single,Perak,Rural,58448.56,100000,509.8,10,5,4608.19,High,43,61.93,22,4,Yes,1,17249.33,Brick Wall,1,Mortgage,487,37.33
CUST102355,35,Male,Married,Johor,Urban,102139.25,228747.44,765.43,15,5,2619.8,Moderate,24.76,32.78,3,4,No,1,8704.66,Timber Structure,15,Online Payment,713,16.46
CUST102356,26,Male,Divorced,Perak,Suburban,43795.2,266109.45,1472.88,5,0,1577.72,Low,51.73,30.79,16,2,Yes,1,0,Lightweight Concrete,3,Bank Loan,,51.98
CUST102357,64,Male,Married,Perak,Urban,53439.55,196953.07,528.22,5,5,5342.15,Moderate,20.78,51.63,10,4,Yes,1,22393.6,Lightweight Concrete,3,Financing Scheme,593,22.3
CUST102358,40,Male,Married,Negeri Sembilan,Rural,30492.69,211903.07,1890.26,15,5,4108.97,High,21.25,10.04,15,4,Yes,1,21322.2,Brick Wall,5,Cash,639,36.98
CUST102359,70,Male,Single,Selangor,Urban,55664.03,302044.49,717.42,5,5,3746.17,High,15.48,54.8,12,5,No,1,19841.9,Lightweight Concrete,1,Mortgage,689,17.06
CUST102360,34,Male,Married,Sabah,Rural,20000,141209.5,712.43,15,1,4270.88,Moderate,17.84,57.88,45,5,Yes,0,3547.11,,12,Mortgage,805,14.8
CUST102361,22,Female,Single,Pahang,Suburban,25291.57,175967.91,492.9,10,0,1207.48,Moderate,20.17,24.31,12,2,Yes,0,0,Timber Structure,10,Online Payment,668,39.13
CUST102362,29,Female,Married,Kedah,Suburban,20000,,1632.26,15,4,1490.94,Moderate,37.67,42.03,39,2,Yes,1,6481.97,Lightweight Concrete,3,Mortgage,668,24.9
CUST102363,57,Male,Single,Perak,Suburban,37095.46,120797.39,543.82,5,1,1103.34,Low,33.94,14.47,15,2,Yes,1,1241.2,Lightweight Concrete,3,Mortgage,666,31.34
CUST102364,40,Female,Married,Selangor,Urban,45960.6,118840.24,345.21,10,2,2694.66,Moderate,40.85,58.44,27,1,Yes,0,6243.82,Lightweight Concrete,3,Bank Loan,522,26.11
CUST102365,46,Female,Married,Negeri Sembilan,Rural,65407.21,183569.16,1147.66,10,0,1792.62,Moderate,7.58,59.08,20,5,Yes,0,0,Lightweight Concrete,1,Financing Scheme,520,14.42
CUST102366,49,Male,Divorced,Johor,Urban,63085.38,349127.58,3257.44,15,2,144.49,Low,29.55,14.08,7,5,No,1,181.79,Brick Wall,3,Financing Scheme,,24.31
CUST102367,21,Female,Single,Penang,Rural,35600.33,155070.64,1437.37,10,1,293.75,High,16.46,39.14,26,5,Yes,0,225.7,Timber Structure,10,Financing Scheme,741,30.44
CUST102368,55,Female,Married,Penang,Rural,27776.82,103928.54,415.42,5,5,427.19,Low,25.55,36.68,27,2,No,1,2258.78,Timber Structure,3,Bank Loan,620,20.41
CUST102369,26,Male,Single,Pahang,Rural,46322.54,100000,775.73,15,4,2220.68,Low,22.89,91.45,14,2,No,1,5400.9,Timber Structure,3,,602,31.84
CUST102370,57,Male,Married,Negeri Sembilan,Suburban,32246.34,152900.56,342.84,5,4,232.63,Low,37.88,31.67,13,4,Yes,1,595.97,Lightweight Concrete,5,Financing Scheme,601,
CUST102371,73,Female,Divorced,Selangor,Rural,41107.07,100000,305.48,20,0,1556.62,Moderate,24.7,22.9,14,4,No,0,0,Timber Structure,15,Cash,638,41.45
CUST102372,25,Male,Married,Negeri Sembilan,Suburban,33311.29,100000,599.58,5,4,3675.63,Moderate,31.27,14.96,20,,Yes,1,15583.9,Reinforced Concrete,5,Bank Loan,803,53.67
CUST102373,53,Male,Married,Kedah,Urban,24221.29,161076.43,616.93,10,5,5894.44,Low,12.57,55.59,44,5,Yes,1,33780.4,Timber Structure,3,Online Payment,636,22.13
CUST102374,69,Male,Divorced,Kedah,Suburban,26580.25,100000,838.61,5,3,1118.04,Moderate,47.25,11.41,32,4,Yes,0,2679.44,Timber Structure,5,Mortgage,579,45.78
CUST102375,71,Male,Married,Sabah,Rural,20000,135398.81,1279.33,10,5,1524.69,Low,31.93,42.25,39,,No,1,8358.78,Steel Frame,5,Bank Loan,652,21.37
CUST102376,34,Female,Married,Penang,Urban,20812.19,180353.44,366.96,10,1,3561.97,Moderate,27.32,20.37,2,5,No,0,3189.16,Lightweight Concrete,3,Cash,808,27.81
CUST102377,32,Female,Married,Penang,Urban,48878.64,144206.89,557.12,10,5,5489.69,Moderate,4.52,31.03,16,1,No,1,28679.18,Lightweight Concrete,5,Mortgage,605,48.78
CUST102378,62,Female,Married,Kedah,Urban,58838.18,100000,551.64,5,4,988.14,High,31.17,24.16,18,2,Yes,1,4488.62,Timber Structure,1,Online Payment,544,39.31
CUST102379,40,Male,Single,Negeri Sembilan,Suburban,38228.59,100000,650.46,15,1,871.01,High,29.16,38.36,33,1,Yes,0,697.54,Brick Wall,3,Online Payment,605,54
CUST102380,73,Male,Married,Pahang,Urban,21008.67,108221.11,1009.4,15,1,1198.75,Low,19.37,22.93,33,1,Yes,1,1062.95,Reinforced Concrete,3,Cash,662,29.51
CUST102381,70,Male,Married,Pahang,Rural,20000,100000,913.51,10,5,585.54,Moderate,14.08,50.43,47,3,Yes,1,3052.01,Steel Frame,10,Bank Loan,712,39.51
CUST102382,44,Male,Single,Perak,Suburban,46521.82,124258.25,881.91,10,5,3927.44,High,26.68,44.5,29,5,No,1,15419.04,Timber Structure,5,Mortgage,741,65.92
CUST102383,63,Male,Married,Johor,Rural,24266.26,100000,405.91,15,3,766.03,Moderate,26.32,36.48,25,,Yes,0,3107.08,Reinforced Concrete,3,Financing Scheme,556,24.29
CUST102384,54,Female,Married,Penang,Urban,55782.63,179952.86,1487.54,5,5,1193.7,Low,33.39,10.62,32,1,Yes,1,7036.46,Reinforced Concrete,5,Mortgage,564,13.9
CUST102385,45,Female,Single,Kedah,Rural,25967.83,128480.27,465.25,20,5,771.22,Moderate,68.79,19.36,10,1,No,1,4252.2,Brick Wall,15,Financing Scheme,621,21.62
CUST102386,70,Male,Married,Negeri Sembilan,Suburban,40533.12,100000,972.14,10,0,253.22,Moderate,15.89,36.95,13,1,Yes,0,0,Brick Wall,1,Bank Loan,712,35.91
CUST102387,49,Female,Divorced,Selangor,Urban,47929.43,281863.04,576.89,15,1,1866.1,High,20.61,6.6,3,3,Yes,0,1469.18,Lightweight Concrete,10,Cash,537,38.11
CUST102388,59,Male,Divorced,Johor,Urban,49632.54,100000,655.82,10,3,1771.57,Moderate,21.79,46.87,23,,Yes,0,3216.64,,10,Mortgage,595,51.42
CUST102389,51,Male,Widowed,Pahang,Suburban,24778.74,100000,270.72,10,4,698.83,Moderate,30.19,13.97,26,5,No,1,3124.84,Steel Frame,10,Online Payment,597,45.21
CUST102390,67,Female,Divorced,Kuala Lumpur,Suburban,31924.08,193784.71,1019.46,15,2,63.8,High,53.89,14.2,5,1,No,0,175.03,Reinforced Concrete,15,Bank Loan,735,33.47
CUST102391,63,Male,Single,Kuala Lumpur,Urban,30601.05,321255.74,2274.32,10,0,5521.21,Moderate,38.68,45.46,17,4,No,0,0,Timber Structure,6,Financing Scheme,698,15.83
CUST102392,70,Female,Married,Negeri Sembilan,Rural,20000,175786.39,1321.35,15,5,878.71,Moderate,19.1,48.45,29,1,Yes,1,3248.01,Reinforced Concrete,10,Financing Scheme,731,29.15
CUST102393,43,Female,Married,Sarawak,Rural,20083.93,255127.93,2113.62,10,2,1547.65,High,71.38,54.6,32,5,No,1,3983.25,Timber Structure,5,Bank Loan,770,18.25
CUST102394,64,Male,Married,Sarawak,Urban,57559.62,134821.31,909.59,5,3,310.38,Moderate,27.76,47.86,40,4,Yes,0,989.95,Reinforced Concrete,3,Mortgage,622,29.71
CUST102395,58,Female,Married,Penang,Urban,58005.78,183243.45,734.91,10,1,578.48,Low,43.61,65.06,34,5,No,1,632.88,Steel Frame,10,Cash,543,26.65
CUST102396,40,Male,Married,Selangor,Urban,52304.27,135962.51,1239.17,15,3,1142.75,Moderate,23.21,12.48,39,5,Yes,0,3464.77,,15,Mortgage,544,22.44
CUST102397,43,Male,Married,Perak,Suburban,23490.17,100000,848.89,10,0,1652.19,Moderate,25.53,41.61,31,1,No,0,0,Lightweight Concrete,10,Financing Scheme,485,10.75
CUST102398,65,Male,Divorced,Negeri Sembilan,Rural,42664.42,127721.97,418.98,10,0,3848.49,High,22.21,33.88,12,,Yes,0,0,Steel Frame,1,Online Payment,609,50.5
CUST102399,72,Male,Married,Kuala Lumpur,Rural,33556.74,108213.51,931.94,10,4,686.15,Low,38.81,71.55,38,2,No,1,2469.55,Steel Frame,10,Online Payment,615,32.65
CUST102400,36,Female,Married,Kuala Lumpur,Urban,95902.25,421958.33,4127.24,10,3,4108.03,Moderate,14.19,25.21,21,1,No,0,13121.19,Timber Structure,1,Financing Scheme,721,18.07
CUST102401,70,Male,Widowed,Selangor,Urban,30359.81,109675.29,778.45,15,0,1226.62,Low,18.06,56.65,22,3,No,1,0,Timber Structure,15,Mortgage,652,
CUST102402,62,Female,Married,Penang,Urban,29800.36,249072.22,1059.66,5,3,1133.65,Moderate,35.25,33.19,30,4,No,0,4431.82,Timber Structure,5,Online Payment,606,20.15
CUST102403,28,Female,Single,Sarawak,Suburban,20000,100000,685.28,10,4,1009.74,Moderate,41.98,11.66,20,3,No,1,5082.87,Lightweight Concrete,3,Cash,640,23.06
CUST102404,70,Male,Married,Sabah,Rural,20000,100000,474.03,10,4,4346.24,High,43.48,33.28,22,4,No,1,18230.67,Steel Frame,3,Mortgage,556,46.49
CUST102405,41,Female,Married,Penang,Suburban,24654.91,230157.03,1704.9,10,3,578.08,Moderate,11.75,27.06,2,1,No,0,2339.46,Brick Wall,10,Online Payment,,46.31
CUST102406,21,Male,Married,Penang,Suburban,39373.52,125369.52,797.15,20,5,3894.92,High,48.98,66.17,7,2,Yes,1,14331.64,Timber Structure,1,Financing Scheme,579,23.27
CUST102407,28,Male,Married,Pahang,Rural,20000,100000,943.59,5,0,186.65,Moderate,75.48,54,38,2,Yes,1,0,Brick Wall,3,Financing Scheme,547,15.11
CUST102408,49,Male,Married,Perak,Suburban,20000,100000,694.33,5,1,6216.82,Moderate,55.73,22.45,33,5,No,0,4809.81,Reinforced Concrete,3,Cash,724,57.42
CUST102409,52,Male,Single,Perak,Urban,58889.79,397327,1474.82,15,5,1398.39,Moderate,21.89,37.16,49,2,Yes,1,6446.12,Reinforced Concrete,1,Bank Loan,702,39.2
CUST102410,58,Male,Divorced,Kuala Lumpur,Urban,22126.3,167330.99,1305.33,10,1,13634.38,Low,61.11,24.77,28,4,Yes,1,15459.26,Steel Frame,5,Online Payment,495,31.69
CUST102411,25,Female,Divorced,Perak,Rural,35506.49,116903.16,515.2,15,5,1872.65,Low,8.9,46.86,28,2,No,1,8769.93,Timber Structure,15,Mortgage,727,18.58
CUST102412,67,Male,Single,Kuala Lumpur,Suburban,43090.18,185378.49,774.72,15,4,250.22,Low,58.38,43.38,6,2,Yes,1,1361.08,,10,Bank Loan,,37.43
CUST102413,42,Male,Single,Penang,Urban,108291.26,218170.05,1120.13,10,0,125.65,Low,42.75,55.46,31,2,Yes,1,0,Timber Structure,2,Cash,616,25.39
CUST102414,67,Female,Widowed,Selangor,Urban,73938.96,167561.17,351.2,5,4,429.9,Moderate,20.82,32.33,36,3,No,1,2152.09,Lightweight Concrete,3,Cash,667,36.45
CUST102415,54,Female,Divorced,Sabah,Suburban,20835.72,132485.82,1292.15,5,4,1093.42,High,19.45,68.55,10,3,No,1,5360.51,Lightweight Concrete,5,Cash,,79.17
CUST102416,21,Female,Divorced,Selangor,Rural,25816.1,194225.14,1215.59,5,4,2750.23,Moderate,31.99,30.65,19,3,Yes,1,9513.4,Steel Frame,5,Financing Scheme,690,27.75
CUST102417,46,Male,Divorced,Penang,Urban,82124.31,126857.28,1038.7,10,4,1.43,Low,22.7,43.84,6,4,Yes,1,5.59,Timber Structure,3,Online Payment,,16.19
CUST102418,63,Female,Married,Kedah,Rural,20000,196415.14,798,15,3,595.05,Moderate,20.2,54.08,34,4,Yes,0,2158.74,Lightweight Concrete,5,Online Payment,612,10.61
CUST102419,30,Female,Married,Negeri Sembilan,Suburban,35615.47,264972.08,2112.61,15,3,1771.38,Moderate,23.61,28.25,8,1,No,0,6820.02,Steel Frame,5,Bank Loan,687,23
